rider_id,city,join_date,rider_segment
R001985,Dhaka,2024-07-18,Budget
R001986,Sylhet,2024-07-11,Regular
R001987,Dhaka,2024-10-21,Regular
R001988,Dhaka,2024-07-14,Premium
R001989,Dhaka,2024-08-19,Regular
R001990,Dhaka,2024-10-04,Budget
R001991,Chattogram,2024-07-04,Regular
R001992,Dhaka,2024-09-05,Budget
R001993,Chattogram,2024-08-13,Premium
R001994,Dhaka,2024-09-20,Regular
R001995,Dhaka,2024-09-08,Premium
R001996,Dhaka,2024-08-03,Budget
R001997,Chattogram,2024-07-13,Budget
R001998,Dhaka,2024-10-03,Budget
R001999,Dhaka,2024-07-12,Budget
R002000,Dhaka,2024-07-14,Budget
R002001,Dhaka,2024-07-10,Regular
R002002,Chattogram,2024-10-05,Budget
R002003,Dhaka,2024-07-01,Budget
R002004,Dhaka,2024-08-05,Budget
R002005,Chattogram,2024-09-01,Budget
R002006,Dhaka,2024-10-26,Budget
R002007,Chattogram,2024-07-10,Budget
R002008,Chattogram,2024-10-14,Budget
R002009,Chattogram,2024-10-27,Premium
R002010,Dhaka,2024-09-01,Budget
R002011,Dhaka,2024-10-04,Budget
R002012,Chattogram,2024-09-27,Regular
R002013,Chattogram,2024-10-10,Regular
R002014,Dhaka,2024-08-14,Budget
R002015,Chattogram,2024-07-09,Budget
R002016,Chattogram,2024-10-13,Budget
R002017,Dhaka,2024-09-06,Premium
R002018,Dhaka,2024-09-17,Premium
R002019,Sylhet,2024-07-05,Regular
R002020,Chattogram,2024-07-03,Regular
R002021,Chattogram,2024-09-24,Budget
R002022,Dhaka,2024-10-23,Regular
R002023,Dhaka,2024-08-17,Budget
R002024,Dhaka,2024-07-27,Regular
R002025,Chattogram,2024-10-25,Budget
R002026,Sylhet,2024-10-29,Regular
R002027,Chattogram,2024-10-17,Regular
R002028,Chattogram,2024-08-15,Budget
R002029,Chattogram,2024-09-01,Budget
R002030,Chattogram,2024-10-27,Premium
R002031,Dhaka,2024-07-17,Budget
R002032,Chattogram,2024-08-03,Budget
R002033,Chattogram,2024-10-04,Budget
R002034,Dhaka,2024-08-06,Premium
R002035,Chattogram,2024-08-04,Regular
R002036,Dhaka,2024-07-14,Regular
R002037,Dhaka,2024-07-22,Regular
R002038,Chattogram,2024-10-05,Regular
R002039,Dhaka,2024-08-26,Budget
R002040,Chattogram,2024-09-09,Budget
R002041,Chattogram,2024-07-03,Budget
R002042,Chattogram,2024-10-16,Regular
R002043,Dhaka,2024-10-16,Budget
R002044,Dhaka,2024-09-26,Regular
R002045,Chattogram,2024-09-15,Budget
R002046,Chattogram,2024-10-28,Budget
R002047,Dhaka,2024-07-26,Premium
R002048,Dhaka,2024-10-02,Regular
R002049,Dhaka,2024-10-03,Budget
R002050,Dhaka,2024-08-18,Budget
R002051,Chattogram,2024-07-30,Budget
R002052,Dhaka,2024-07-19,Budget
R002053,Dhaka,2024-07-26,Regular
R002054,Sylhet,2024-09-26,Budget
R002055,Chattogram,2024-09-27,Regular
R002056,Dhaka,2024-10-07,Regular
R002057,Dhaka,2024-10-19,Budget
R002058,Chattogram,2024-10-17,Budget
R002059,Sylhet,2024-09-30,Budget
R002060,Dhaka,2024-08-08,Regular
R002061,Dhaka,2024-10-03,Regular
R002062,Chattogram,2024-09-30,Premium
R002063,Chattogram,2024-10-27,Regular
R002064,Chattogram,2024-09-21,Premium
R002065,Dhaka,2024-08-01,Budget
R002066,Dhaka,2024-10-28,Budget
R002067,Chattogram,2024-09-27,Regular
R002068,Dhaka,2024-08-30,Budget
R002069,Chattogram,2024-09-25,Budget
R002070,Chattogram,2024-09-08,Regular
R002071,Dhaka,2024-09-25,Budget
R002072,Dhaka,2024-10-26,Regular
R002073,Sylhet,2024-07-28,Regular
R002074,Dhaka,2024-08-04,Budget
R002075,Chattogram,2024-09-22,Regular
R002076,Dhaka,2024-10-23,Budget
R002077,Chattogram,2024-09-07,Budget
R002078,Dhaka,2024-10-18,Budget
R002079,Dhaka,2024-07-07,Premium
R002080,Sylhet,2024-10-05,Regular
R002081,Dhaka,2024-10-22,Budget
R002082,Dhaka,2024-10-23,Budget
R002083,Chattogram,2024-09-25,Budget
R002084,Dhaka,2024-07-17,Budget
R002085,Dhaka,2024-08-02,Budget
R002086,Dhaka,2024-09-21,Premium
R002087,Dhaka,2024-10-03,Regular
R002088,Chattogram,2024-07-06,Premium
R002089,Dhaka,2024-08-28,Regular
R002090,Dhaka,2024-08-26,Budget
R002091,Dhaka,2024-07-08,Regular
R002092,Chattogram,2024-07-15,Budget
R002093,Dhaka,2024-07-30,Regular
R002094,Dhaka,2024-09-21,Regular
R002095,Chattogram,2024-08-08,Regular
R002096,Chattogram,2024-09-25,Premium
R002097,Dhaka,2024-10-15,Regular
R002098,Chattogram,2024-10-19,Budget
R002099,Dhaka,2024-07-22,Budget
R002100,Dhaka,2024-07-08,Regular
R002101,Chattogram,2024-09-14,Budget
R002102,Dhaka,2024-10-04,Premium
R002103,Dhaka,2024-10-17,Regular
R002104,Dhaka,2024-09-10,Regular
R002105,Dhaka,2024-08-26,Budget
R002106,Dhaka,2024-09-22,Regular
R002107,Dhaka,2024-07-10,Budget
R002108,Chattogram,2024-07-13,Regular
R002109,Dhaka,2024-07-06,Regular
R002110,Chattogram,2024-08-27,Budget
R002111,Dhaka,2024-08-20,Regular
R002112,Chattogram,2024-08-21,Regular
R002113,Dhaka,2024-08-08,Regular
R002114,Dhaka,2024-10-15,Regular
R002115,Dhaka,2024-07-28,Budget
R002116,Chattogram,2024-07-16,Regular
R002117,Dhaka,2024-08-20,Premium
R002118,Dhaka,2024-08-19,Budget
R002119,Dhaka,2024-07-08,Regular
R002120,Chattogram,2024-09-18,Budget
R002121,Chattogram,2024-09-21,Budget
R002122,Chattogram,2024-09-12,Regular
R002123,Dhaka,2024-10-26,Premium
R002124,Dhaka,2024-09-13,Budget
R002125,Dhaka,2024-09-05,Premium
R002126,Dhaka,2024-10-08,Budget
R002127,Dhaka,2024-10-17,Regular
R002128,Dhaka,2024-07-01,Regular
R002129,Sylhet,2024-09-16,Regular
R002130,Dhaka,2024-09-08,Budget
R002131,Dhaka,2024-07-16,Premium
R002132,Dhaka,2024-07-11,Budget
R002133,Chattogram,2024-09-19,Budget
R002134,Chattogram,2024-09-26,Budget
R002135,Chattogram,2024-09-07,Premium
R002136,Chattogram,2024-09-05,Premium
R002137,Dhaka,2024-08-16,Regular
R002138,Chattogram,2024-08-28,Regular
R002139,Dhaka,2024-07-26,Budget
R002140,Dhaka,2024-10-20,Budget
R002141,Dhaka,2024-09-20,Regular
R002142,Dhaka,2024-08-23,Budget
R002143,Dhaka,2024-07-21,Regular
R002144,Chattogram,2024-10-08,Regular
R002145,Dhaka,2024-09-28,Regular
R002146,Dhaka,2024-10-11,Budget
R002147,Dhaka,2024-10-22,Premium
R002148,Dhaka,2024-07-19,Budget
R002149,Dhaka,2024-08-10,Budget
R002150,Dhaka,2024-08-21,Regular
R002151,Dhaka,2024-10-28,Premium
R002152,Chattogram,2024-09-15,Regular
R002153,Chattogram,2024-09-26,Budget
R002154,Dhaka,2024-08-26,Regular
R002155,Chattogram,2024-08-09,Regular
R002156,Dhaka,2024-07-16,Premium
R002157,Dhaka,2024-08-23,Premium
R002158,Sylhet,2024-09-22,Budget
R002159,Chattogram,2024-08-30,Budget
R002160,Dhaka,2024-09-19,Regular
R002161,Dhaka,2024-07-08,Premium
R002162,Chattogram,2024-09-06,Regular
R002163,Chattogram,2024-09-12,Premium
R002164,Dhaka,2024-09-10,Premium
R002165,Dhaka,2024-09-17,Regular
R002166,Dhaka,2024-09-13,Budget
R002167,Dhaka,2024-07-16,Regular
R002168,Dhaka,2024-07-28,Budget
R002169,Dhaka,2024-07-16,Premium
R002170,Dhaka,2024-08-16,Budget
R002171,Dhaka,2024-07-28,Budget
R002172,Chattogram,2024-10-15,Regular
R002173,Dhaka,2024-09-12,Budget
R002174,Chattogram,2024-07-28,Regular
R002175,Chattogram,2024-08-04,Regular
R002176,Chattogram,2024-08-10,Regular
R002177,Dhaka,2024-10-17,Premium
R002178,Dhaka,2024-10-03,Regular
R002179,Dhaka,2024-09-26,Regular
R002180,Dhaka,2024-08-24,Budget
R002181,Dhaka,2024-07-16,Regular
R002182,Chattogram,2024-09-19,Regular
R002183,Dhaka,2024-08-10,Regular
R002184,Dhaka,2024-07-01,Budget
R002185,Dhaka,2024-10-07,Budget
R002186,Dhaka,2024-08-24,Budget
R002187,Dhaka,2024-08-18,Budget
R002188,Dhaka,2024-08-15,Regular
R002189,Dhaka,2024-07-05,Regular
R002190,Dhaka,2024-10-19,Regular
R002191,Dhaka,2024-10-11,Budget
R002192,Dhaka,2024-10-29,Regular
R002193,Chattogram,2024-10-11,Regular
R002194,Sylhet,2024-07-02,Budget
R002195,Dhaka,2024-08-23,Budget
R002196,Dhaka,2024-09-29,Regular
R002197,Chattogram,2024-07-29,Budget
R002198,Sylhet,2024-09-23,Regular
R002199,Dhaka,2024-07-31,Budget
R002200,Dhaka,2024-07-21,Budget
R002201,Dhaka,2024-08-07,Regular
R002202,Dhaka,2024-09-08,Budget
R002203,Sylhet,2024-08-03,Regular
R002204,Sylhet,2024-10-15,Budget
R002205,Dhaka,2024-09-04,Regular
R002206,Dhaka,2024-07-27,Budget
R002207,Chattogram,2024-07-10,Regular
R002208,Dhaka,2024-09-13,Regular
R002209,Dhaka,2024-09-12,Budget
R002210,Dhaka,2024-08-10,Budget
R002211,Dhaka,2024-10-10,Premium
R002212,Dhaka,2024-08-05,Regular
R002213,Dhaka,2024-09-29,Budget
R002214,Dhaka,2024-08-07,Budget
R002215,Dhaka,2024-08-06,Regular
R002216,Chattogram,2024-07-19,Regular
R002217,Dhaka,2024-08-03,Premium
R002218,Dhaka,2024-09-21,Budget
R002219,Dhaka,2024-07-13,Regular
R002220,Sylhet,2024-09-23,Budget
R002221,Chattogram,2024-07-20,Regular
R002222,Dhaka,2024-07-22,Budget
R002223,Dhaka,2024-07-21,Premium
R002224,Dhaka,2024-07-02,Regular
R002225,Dhaka,2024-07-14,Regular
R002226,Dhaka,2024-10-11,Regular
R002227,Chattogram,2024-07-18,Regular
R002228,Chattogram,2024-09-14,Budget
R002229,Chattogram,2024-08-06,Budget
R002230,Dhaka,2024-07-10,Regular
R002231,Dhaka,2024-10-20,Regular
R002232,Sylhet,2024-07-22,Budget
R002233,Chattogram,2024-09-18,Budget
R002234,Dhaka,2024-08-13,Budget
R002235,Sylhet,2024-07-17,Premium
R002236,Sylhet,2024-07-10,Premium
R002237,Dhaka,2024-07-26,Budget
R002238,Chattogram,2024-07-16,Regular
R002239,Dhaka,2024-08-19,Budget
R002240,Dhaka,2024-08-24,Regular
R002241,Dhaka,2024-09-25,Regular
R002242,Dhaka,2024-08-11,Regular
R002243,Dhaka,2024-10-08,Regular
R002244,Dhaka,2024-08-01,Budget
R002245,Chattogram,2024-10-28,Regular
R002246,Dhaka,2024-08-22,Regular
R002247,Dhaka,2024-10-09,Regular
R002248,Chattogram,2024-07-31,Regular
R002249,Dhaka,2024-07-22,Budget
R002250,Dhaka,2024-07-30,Budget
R002251,Dhaka,2024-07-27,Regular
R002252,Dhaka,2024-10-03,Budget
R002253,Dhaka,2024-07-25,Budget
R002254,Chattogram,2024-07-24,Budget
R002255,Dhaka,2024-07-29,Premium
R002256,Dhaka,2024-09-19,Regular
R002257,Dhaka,2024-08-14,Regular
R002258,Dhaka,2024-09-07,Budget
R002259,Dhaka,2024-09-30,Premium
R002260,Dhaka,2024-07-27,Budget
R002261,Chattogram,2024-08-27,Regular
R002262,Chattogram,2024-07-28,Regular
R002263,Chattogram,2024-09-10,Budget
R002264,Chattogram,2024-09-12,Premium
R002265,Dhaka,2024-07-04,Budget
R002266,Dhaka,2024-07-01,Budget
R002267,Dhaka,2024-08-21,Budget
R002268,Dhaka,2024-08-10,Regular
R002269,Dhaka,2024-09-27,Regular
R002270,Dhaka,2024-10-29,Budget
R002271,Dhaka,2024-09-27,Regular
R002272,Dhaka,2024-07-12,Budget
R002273,Dhaka,2024-09-04,Regular
R002274,Dhaka,2024-07-13,Regular
R002275,Chattogram,2024-10-29,Regular
R002276,Sylhet,2024-10-07,Budget
R002277,Dhaka,2024-10-21,Premium
R002278,Dhaka,2024-10-24,Regular
R002279,Chattogram,2024-10-19,Regular
R002280,Sylhet,2024-08-03,Premium
R002281,Chattogram,2024-08-22,Budget
R002282,Chattogram,2024-07-31,Budget
R002283,Dhaka,2024-08-03,Premium
R002284,Dhaka,2024-10-28,Budget
R002285,Dhaka,2024-10-24,Premium
R002286,Dhaka,2024-10-04,Regular
R002287,Dhaka,2024-10-23,Regular
R002288,Chattogram,2024-09-18,Budget
R002289,Dhaka,2024-07-28,Budget
R002290,Sylhet,2024-08-15,Regular
R002291,Sylhet,2024-10-02,Budget
R002292,Chattogram,2024-10-13,Regular
R002293,Chattogram,2024-07-03,Premium
R002294,Dhaka,2024-09-19,Budget
R002295,Chattogram,2024-08-30,Regular
R002296,Dhaka,2024-08-30,Budget
R002297,Dhaka,2024-09-15,Budget
R002298,Dhaka,2024-07-14,Regular
R002299,Chattogram,2024-08-15,Budget
R002300,Dhaka,2024-09-20,Budget
R002301,Dhaka,2024-10-03,Regular
R002302,Sylhet,2024-07-01,Budget
R002303,Chattogram,2024-08-16,Premium
R002304,Chattogram,2024-10-26,Budget
R002305,Sylhet,2024-10-26,Budget
R002306,Dhaka,2024-08-02,Budget
R002307,Dhaka,2024-10-09,Budget
R002308,Dhaka,2024-08-10,Budget
R002309,Chattogram,2024-08-31,Premium
R002310,Dhaka,2024-08-17,Premium
R002311,Chattogram,2024-10-11,Regular
R002312,Dhaka,2024-08-02,Regular
R002313,Sylhet,2024-10-13,Regular
R002314,Dhaka,2024-10-01,Regular
R002315,Chattogram,2024-10-13,Regular
R002316,Dhaka,2024-09-02,Budget
R002317,Chattogram,2024-10-22,Premium
R002318,Dhaka,2024-07-04,Premium
R002319,Dhaka,2024-10-12,Regular
R002320,Chattogram,2024-07-18,Regular
R002321,Sylhet,2024-07-27,Budget
R002322,Chattogram,2024-07-26,Budget
R002323,Chattogram,2024-09-27,Regular
R002324,Chattogram,2024-08-20,Budget
R002325,Chattogram,2024-10-29,Budget
R002326,Dhaka,2024-09-10,Regular
R002327,Dhaka,2024-07-27,Regular
R002328,Dhaka,2024-08-27,Budget
R002329,Chattogram,2024-10-09,Regular
R002330,Dhaka,2024-10-21,Regular
R002331,Dhaka,2024-09-21,Regular
R002332,Dhaka,2024-10-02,Regular
R002333,Chattogram,2024-07-25,Regular
R002334,Dhaka,2024-07-31,Regular
R002335,Chattogram,2024-09-10,Regular
R002336,Dhaka,2024-09-16,Premium
R002337,Chattogram,2024-09-21,Budget
R002338,Dhaka,2024-07-02,Premium
R002339,Dhaka,2024-08-15,Premium
R002340,Chattogram,2024-08-26,Regular
R002341,Dhaka,2024-10-02,Budget
R002342,Sylhet,2024-09-18,Budget
R002343,Chattogram,2024-08-06,Budget
R002344,Dhaka,2024-07-30,Budget
R002345,Dhaka,2024-10-05,Premium
R002346,Dhaka,2024-10-25,Budget
R002347,Dhaka,2024-08-22,Regular
R002348,Dhaka,2024-09-02,Premium
R002349,Dhaka,2024-09-30,Regular
R002350,Dhaka,2024-07-25,Premium
R002351,Dhaka,2024-10-13,Budget
R002352,Chattogram,2024-08-30,Regular
R002353,Dhaka,2024-09-29,Budget
R002354,Chattogram,2024-07-18,Budget
R002355,Chattogram,2024-10-25,Regular
R002356,Dhaka,2024-10-28,Regular
R002357,Dhaka,2024-08-22,Regular
R002358,Dhaka,2024-08-23,Budget
R002359,Dhaka,2024-08-03,Premium
R002360,Dhaka,2024-10-20,Premium
R002361,Dhaka,2024-09-15,Budget
R002362,Dhaka,2024-10-12,Budget
R002363,Dhaka,2024-08-08,Budget
R002364,Sylhet,2024-10-29,Regular
R002365,Chattogram,2024-09-08,Budget
R002366,Dhaka,2024-10-24,Budget
R002367,Chattogram,2024-08-04,Premium
R002368,Dhaka,2024-10-18,Budget
R002369,Dhaka,2024-09-25,Budget
R002370,Dhaka,2024-09-21,Regular
R002371,Chattogram,2024-08-06,Budget
R002372,Dhaka,2024-08-19,Premium
R002373,Dhaka,2024-09-20,Budget
R002374,Dhaka,2024-09-28,Budget
R002375,Dhaka,2024-08-22,Regular
R002376,Dhaka,2024-08-16,Budget
R002377,Chattogram,2024-09-21,Regular
R002378,Chattogram,2024-07-25,Premium
R002379,Dhaka,2024-09-16,Regular
R002380,Dhaka,2024-10-17,Premium
R002381,Dhaka,2024-10-20,Premium
R002382,Chattogram,2024-09-27,Budget
R002383,Dhaka,2024-10-24,Premium
R002384,Chattogram,2024-07-17,Budget
R002385,Chattogram,2024-07-01,Budget
R002386,Dhaka,2024-10-03,Budget
R002387,Dhaka,2024-07-22,Regular
R002388,Dhaka,2024-07-07,Regular
R002389,Dhaka,2024-09-23,Budget
R002390,Dhaka,2024-08-09,Budget
R002391,Dhaka,2024-09-03,Budget
R002392,Dhaka,2024-07-23,Budget
R002393,Dhaka,2024-09-05,Budget
R002394,Chattogram,2024-07-12,Premium
R002395,Dhaka,2024-10-02,Budget
R002396,Dhaka,2024-08-23,Premium
R002397,Dhaka,2024-10-06,Budget
R002398,Dhaka,2024-09-21,Budget
R002399,Dhaka,2024-07-30,Regular
R002400,Dhaka,2024-10-11,Regular
R002401,Dhaka,2024-10-29,Budget
R002402,Sylhet,2024-09-29,Budget
R002403,Chattogram,2024-07-01,Regular
R002404,Dhaka,2024-09-05,Premium
R002405,Dhaka,2024-10-25,Premium
R002406,Dhaka,2024-08-29,Premium
R002407,Dhaka,2024-09-23,Regular
R002408,Chattogram,2024-08-24,Premium
R002409,Sylhet,2024-08-09,Regular
R002410,Chattogram,2024-10-04,Budget
R002411,Dhaka,2024-07-06,Budget
R002412,Dhaka,2024-08-23,Budget
R002413,Dhaka,2024-07-13,Budget
R002414,Chattogram,2024-07-14,Budget
R002415,Dhaka,2024-09-16,Regular
R002416,Chattogram,2024-09-03,Regular
R002417,Chattogram,2024-08-18,Budget
R002418,Dhaka,2024-08-30,Budget
R002419,Dhaka,2024-09-13,Budget
R002420,Dhaka,2024-08-01,Budget
R002421,Sylhet,2024-08-29,Premium
R002422,Dhaka,2024-09-18,Budget
R002423,Dhaka,2024-07-25,Budget
R002424,Sylhet,2024-09-14,Budget
R002425,Chattogram,2024-09-01,Budget
R002426,Sylhet,2024-09-15,Budget
R002427,Chattogram,2024-08-30,Budget
R002428,Chattogram,2024-08-16,Budget
R002429,Dhaka,2024-07-26,Premium
R002430,Sylhet,2024-08-13,Premium
R002431,Chattogram,2024-10-01,Regular
R002432,Dhaka,2024-09-06,Budget
R002433,Dhaka,2024-08-21,Regular
R002434,Dhaka,2024-09-09,Budget
R002435,Dhaka,2024-09-08,Regular
R002436,Dhaka,2024-08-30,Budget
R002437,Dhaka,2024-10-16,Budget
R002438,Dhaka,2024-07-04,Regular
R002439,Chattogram,2024-09-13,Regular
R002440,Dhaka,2024-08-28,Regular
R002441,Dhaka,2024-08-30,Regular
R002442,Chattogram,2024-07-22,Budget
R002443,Dhaka,2024-09-11,Premium
R002444,Dhaka,2024-07-13,Regular
R002445,Dhaka,2024-09-16,Regular
R002446,Dhaka,2024-08-30,Budget
R002447,Chattogram,2024-09-15,Budget
R002448,Dhaka,2024-10-14,Budget
R002449,Dhaka,2024-07-10,Budget
R002450,Dhaka,2024-08-10,Premium
R002451,Dhaka,2024-07-31,Regular
R002452,Dhaka,2024-07-06,Budget
R002453,Sylhet,2024-07-21,Budget
R002454,Sylhet,2024-07-07,Budget
R002455,Chattogram,2024-08-27,Regular
R002456,Chattogram,2024-10-25,Regular
R002457,Dhaka,2024-07-07,Budget
R002458,Dhaka,2024-10-19,Premium
R002459,Dhaka,2024-07-24,Budget
R002460,Chattogram,2024-07-31,Budget
R002461,Sylhet,2024-10-21,Regular
R002462,Dhaka,2024-08-31,Premium
R002463,Dhaka,2024-07-03,Budget
R002464,Dhaka,2024-07-06,Budget
R002465,Chattogram,2024-09-16,Premium
R002466,Dhaka,2024-07-19,Budget
R002467,Sylhet,2024-08-29,Budget
R002468,Dhaka,2024-09-12,Budget
R002469,Sylhet,2024-10-13,Regular
R002470,Chattogram,2024-10-12,Regular
R002471,Dhaka,2024-08-30,Budget
R002472,Chattogram,2024-10-20,Budget
R002473,Chattogram,2024-07-18,Premium
R002474,Chattogram,2024-07-21,Regular
R002475,Chattogram,2024-07-25,Regular
R002476,Dhaka,2024-07-23,Budget
R002477,Dhaka,2024-07-12,Regular
R002478,Dhaka,2024-07-10,Regular
R002479,Dhaka,2024-09-18,Regular
R002480,Dhaka,2024-07-10,Regular
R002481,Dhaka,2024-10-11,Budget
R002482,Dhaka,2024-10-25,Regular
R002483,Dhaka,2024-07-16,Budget
R002484,Sylhet,2024-08-17,Regular
R002485,Sylhet,2024-08-04,Budget
R002486,Dhaka,2024-10-24,Premium
R002487,Dhaka,2024-09-29,Regular
R002488,Dhaka,2024-08-09,Budget
R002489,Dhaka,2024-09-29,Budget
R002490,Dhaka,2024-07-18,Budget
R002491,Sylhet,2024-08-03,Budget
R002492,Chattogram,2024-07-01,Regular
R002493,Dhaka,2024-10-16,Budget
R002494,Chattogram,2024-07-10,Regular
R002495,Chattogram,2024-08-23,Regular
R002496,Sylhet,2024-09-05,Regular
R002497,Dhaka,2024-10-27,Regular
R002498,Dhaka,2024-08-05,Premium
R002499,Dhaka,2024-08-07,Budget
R002500,Chattogram,2024-09-05,Regular
R002501,Dhaka,2024-07-06,Regular
R002502,Chattogram,2024-07-28,Budget
R002503,Chattogram,2024-10-19,Budget
R002504,Chattogram,2024-07-10,Regular
R002505,Dhaka,2024-07-09,Budget
R002506,Dhaka,2024-07-07,Regular
R002507,Dhaka,2024-10-29,Regular
R002508,Dhaka,2024-09-10,Budget
R002509,Dhaka,2024-08-21,Budget
R002510,Dhaka,2024-08-03,Premium
R002511,Chattogram,2024-09-18,Budget
R002512,Sylhet,2024-07-29,Regular
R002513,Sylhet,2024-08-10,Regular
R002514,Dhaka,2024-10-13,Budget
R002515,Chattogram,2024-09-18,Budget
R002516,Dhaka,2024-09-21,Regular
R002517,Dhaka,2024-08-18,Regular
R002518,Dhaka,2024-09-24,Budget
R002519,Chattogram,2024-09-29,Premium
R002520,Chattogram,2024-10-04,Premium
R002521,Chattogram,2024-07-11,Regular
R002522,Dhaka,2024-08-25,Regular
R002523,Chattogram,2024-08-22,Regular
R002524,Dhaka,2024-10-07,Regular
R002525,Dhaka,2024-09-03,Regular
R002526,Dhaka,2024-09-27,Regular
R002527,Dhaka,2024-10-13,Budget
R002528,Dhaka,2024-10-10,Regular
R002529,Dhaka,2024-09-14,Budget
R002530,Dhaka,2024-07-06,Budget
R002531,Sylhet,2024-07-27,Premium
R002532,Dhaka,2024-09-26,Budget
R002533,Chattogram,2024-08-28,Budget
R002534,Dhaka,2024-08-08,Budget
R002535,Sylhet,2024-07-24,Budget
R002536,Dhaka,2024-07-29,Regular
R002537,Dhaka,2024-07-28,Budget
R002538,Sylhet,2024-07-27,Regular
R002539,Chattogram,2024-10-23,Budget
R002540,Dhaka,2024-08-29,Budget
R002541,Dhaka,2024-07-18,Budget
R002542,Chattogram,2024-09-16,Budget
R002543,Dhaka,2024-10-19,Regular
R002544,Chattogram,2024-08-11,Budget
R002545,Dhaka,2024-10-06,Budget
R002546,Dhaka,2024-09-03,Budget
R002547,Chattogram,2024-10-15,Budget
R002548,Dhaka,2024-07-13,Budget
R002549,Chattogram,2024-09-15,Budget
R002550,Dhaka,2024-07-22,Budget
R002551,Dhaka,2024-08-27,Regular
R002552,Dhaka,2024-08-24,Budget
R002553,Dhaka,2024-08-14,Budget
R002554,Dhaka,2024-08-05,Budget
R002555,Chattogram,2024-08-23,Premium
R002556,Sylhet,2024-10-29,Premium
R002557,Chattogram,2024-08-31,Regular
R002558,Dhaka,2024-08-24,Regular
R002559,Dhaka,2024-10-06,Regular
R002560,Chattogram,2024-07-09,Budget
R002561,Dhaka,2024-09-06,Premium
R002562,Dhaka,2024-07-22,Regular
R002563,Sylhet,2024-08-16,Regular
R002564,Dhaka,2024-09-11,Budget
R002565,Dhaka,2024-10-28,Premium
R002566,Dhaka,2024-10-27,Regular
R002567,Dhaka,2024-07-02,Budget
R002568,Sylhet,2024-09-02,Budget
R002569,Chattogram,2024-09-25,Budget
R002570,Chattogram,2024-09-17,Premium
R002571,Dhaka,2024-08-12,Budget
R002572,Dhaka,2024-10-10,Regular
R002573,Dhaka,2024-07-17,Premium
R002574,Chattogram,2024-09-11,Premium
R002575,Chattogram,2024-08-16,Budget
R002576,Dhaka,2024-10-10,Budget
R002577,Sylhet,2024-09-14,Regular
R002578,Chattogram,2024-10-27,Budget
R002579,Dhaka,2024-07-17,Regular
R002580,Dhaka,2024-08-14,Budget
R002581,Chattogram,2024-08-07,Budget
R002582,Dhaka,2024-07-17,Regular
R002583,Dhaka,2024-09-05,Premium
R002584,Dhaka,2024-08-05,Budget
R002585,Dhaka,2024-08-11,Regular
R002586,Dhaka,2024-07-22,Regular
R002587,Dhaka,2024-08-13,Budget
R002588,Dhaka,2024-09-22,Regular
R002589,Chattogram,2024-07-16,Budget
R002590,Dhaka,2024-10-14,Premium
R002591,Dhaka,2024-08-18,Regular
R002592,Dhaka,2024-08-20,Premium
R002593,Chattogram,2024-09-29,Premium
R002594,Chattogram,2024-08-01,Budget
R002595,Sylhet,2024-08-18,Budget
R002596,Dhaka,2024-08-04,Regular
R002597,Chattogram,2024-07-29,Premium
R002598,Dhaka,2024-08-01,Regular
R002599,Chattogram,2024-08-08,Budget
R002600,Dhaka,2024-08-16,Budget
R002601,Dhaka,2024-10-18,Premium
R002602,Chattogram,2024-07-29,Regular
R002603,Sylhet,2024-09-29,Budget
R002604,Chattogram,2024-07-07,Budget
R002605,Chattogram,2024-10-18,Budget
R002606,Sylhet,2024-10-26,Budget
R002607,Dhaka,2024-10-04,Regular
R002608,Dhaka,2024-08-26,Regular
R002609,Dhaka,2024-10-18,Regular
R002610,Dhaka,2024-08-25,Budget
R002611,Dhaka,2024-08-19,Regular
R002612,Dhaka,2024-09-04,Budget
R002613,Dhaka,2024-09-28,Budget
R002614,Dhaka,2024-10-18,Premium
R002615,Dhaka,2024-07-08,Regular
R002616,Chattogram,2024-10-11,Budget
R002617,Chattogram,2024-08-03,Budget
R002618,Dhaka,2024-07-07,Budget
R002619,Chattogram,2024-10-25,Regular
R002620,Dhaka,2024-08-19,Budget
R002621,Sylhet,2024-07-06,Budget
R002622,Dhaka,2024-10-27,Premium
R002623,Chattogram,2024-07-29,Regular
R002624,Chattogram,2024-07-03,Premium
R002625,Dhaka,2024-10-20,Regular
R002626,Dhaka,2024-08-28,Premium
R002627,Chattogram,2024-07-29,Budget
R002628,Chattogram,2024-10-15,Regular
R002629,Dhaka,2024-10-10,Regular
R002630,Dhaka,2024-07-23,Premium
R002631,Dhaka,2024-10-06,Regular
R002632,Dhaka,2024-10-24,Budget
R002633,Sylhet,2024-10-10,Regular
R002634,Dhaka,2024-07-14,Regular
R002635,Chattogram,2024-08-08,Budget
R002636,Dhaka,2024-10-23,Budget
R002637,Dhaka,2024-08-29,Regular
R002638,Dhaka,2024-07-10,Budget
R002639,Dhaka,2024-10-07,Budget
R002640,Sylhet,2024-07-31,Budget
R002641,Sylhet,2024-07-19,Regular
R002642,Dhaka,2024-07-17,Premium
R002643,Dhaka,2024-07-13,Regular
R002644,Sylhet,2024-08-22,Budget
R002645,Dhaka,2024-09-12,Regular
R002646,Dhaka,2024-09-02,Budget
R002647,Dhaka,2024-08-13,Budget
R002648,Chattogram,2024-09-07,Budget
R002649,Dhaka,2024-10-17,Regular
